==>Arguments:
arch:vgg16
checkpoint:./checkpoints/
datapath:./data/
epochs:50
evaluate:False
gamma:0.1
gpu_id:1
lr:0.1
momentum:0.9
schedule:[20, 40]
train_batchsize:64
val_batchsize:16
weight_decay:0.0001
==>Training log:
Learning Rate	Train Loss	Valid Loss	Train Acc	Valid Acc	
0.010000	1.782829	0.808017	38.494614	75.199753	
0.010000	1.177378	0.714929	62.077343	77.635216	
0.010000	1.013175	0.474474	67.629028	85.479408	
0.010000	0.929574	0.511162	70.385078	84.403809	
0.010000	0.878376	0.411203	72.050453	87.734322	
0.010000	0.844624	0.366103	73.289925	89.370773	
0.010000	0.814837	0.365472	74.356033	88.583282	
0.010000	0.797433	0.341273	74.831070	89.793327	
0.010000	0.774858	0.273867	75.596870	92.032883	
0.010000	0.762109	0.322954	76.062355	90.676857	
0.010000	0.744428	0.262219	76.497810	92.309464	
0.010000	0.738198	0.264884	76.803581	92.267204	
0.010000	0.722219	0.270791	77.193985	91.783188	
0.010000	0.714657	0.256668	77.517502	92.432388	
0.010000	0.708781	0.241961	77.798706	92.993240	
0.010000	0.697690	0.232255	78.030769	93.027809	
0.010000	0.690674	0.255217	78.314697	92.420868	
0.010000	0.679499	0.234600	78.578156	93.235245	
0.010000	0.674118	0.266054	78.907135	92.075134	
0.010000	0.667922	0.237896	79.012245	92.789642	
0.010000	0.667535	0.240611	79.023163	92.877991	
0.010000	0.649612	0.257622	79.414932	92.509216	
0.010000	0.651127	0.234033	79.409477	93.173782	
0.010000	0.647216	0.230684	79.563728	93.219879	
0.010000	0.635301	0.220769	79.990990	93.534882	
0.010000	0.634836	0.221763	79.940483	93.554085	
0.010000	0.629620	0.218338	80.199844	93.634758	
0.010000	0.626318	0.237634	80.194382	93.089272	
0.010000	0.629463	0.228213	80.238068	93.331284	
0.010000	0.620034	0.212640	80.427811	93.826828	
0.010000	0.611510	0.209985	80.702187	93.880608	
0.010000	0.607281	0.203174	80.739037	94.272430	
0.010000	0.607084	0.225099	80.827766	93.500305	
0.010000	0.605885	0.207653	80.972466	94.103409	
0.010000	0.604811	0.206451	80.805931	94.126457	
0.010000	0.605424	0.205806	80.831863	94.049629	
0.010000	0.594109	0.201120	81.276871	94.245544	
0.010000	0.591313	0.207638	81.317825	94.018898	
0.010000	0.593703	0.199181	81.186775	94.249382	
0.010000	0.589186	0.213151	81.439316	93.884445	
0.010000	0.591453	0.187511	81.144463	94.522125	
0.010000	0.586344	0.200629	81.517120	94.114937	
0.010000	0.579688	0.224119	81.663185	93.454208	
0.010000	0.579021	0.195156	81.630424	94.479866	
0.010000	0.578179	0.197804	81.705498	94.199448	
0.010000	0.572432	0.199438	81.925278	94.322372	
0.010000	0.571089	0.195261	81.877495	94.441452	
0.010000	0.560206	0.200884	82.202385	94.422249	
0.010000	0.567490	0.195955	82.087715	94.379990	
0.010000	0.561575	0.211069	82.228317	94.034264	
